category,sub_category,price,image_url,addr_pr,slug,store,name
INFORMATIQUE,Périphériques & Accessoires,"36,000 DT",http://www.mytek.tn/36052-large_default/ensemble-clavier-souris-sans-fil-ngs-groove-noir.jpg,http://www.mytek.tn/clavier-souris/7450-ensemble-clavier-souris-sans-fil-ngs-groove-noir.html,,My Teck,Ensemble Clavier Souris Sans Fil NGS GROOVE Noir
TELEPHONIE,Accessoires Téléphonie,"20,000 DT",http://www.mytek.tn/39744-large_default/power-bank-pour-iphone-4-1900mah.jpg,http://www.mytek.tn/power-bank/8764-power-bank-pour-iphone-4-1900mah.html,,My Teck,Power Bank Pour IPHONE 4 1900mAh
TELEPHONIE,Accessoires Téléphonie,"15,000 DT",http://www.mytek.tn/38389-large_default/power-bank-smart-power-5000-mah.jpg,http://www.mytek.tn/power-bank/8315-power-bank-smart-power-5000-mah.html,,My Teck,Power Bank Smart Power 5000 mAh
TELEPHONIE,Accessoires Téléphonie,"13,900 DT",http://www.mytek.tn/39301-large_default/power-bank-mini-remax-white-2600mah-.jpg,http://www.mytek.tn/power-bank/8601-power-bank-mini-remax-white-2600mah-.html,,My Teck,Power Bank Mini Remax 2600mAh
TELEPHONIE,Accessoires Téléphonie,"25,000 DT",http://www.mytek.tn/38398-large_default/power-bank-bestra-10000.jpg,http://www.mytek.tn/power-bank/8184-power-bank-bestra-10000.html,,My Teck,Power Bank BESTRA 10000
APPLE,iPhone,"2 299,000 DT",http://www.mytek.tn/42110-large_default/iphone-7-32go-gold.jpg,http://www.mytek.tn/iphone-7/9470-iphone-7-32go-gold.html,,My Teck,iPhone 7 32Go - Gold
TELEPHONIE,Accessoires Téléphonie,"19,900 DT",http://www.mytek.tn/21859-large_default/power-bank-aqprox-blanc-tunsie.jpg,http://www.mytek.tn/power-bank/3401-power-bank-aqprox-blanc-tunsie.html,,My Teck,Power Bank Aqprox BLANC
TELEPHONIE,Accessoires Téléphonie,"19,900 DT",http://www.mytek.tn/37419-large_default/power-bank-winx-5200-mah-pb052.jpg,http://www.mytek.tn/power-bank/7945-power-bank-winx-5200-mah-pb052.html,,My Teck,Power Bank WINX 5200 mAh PB052
TELEPHONIE,Accessoires Téléphonie,"19,900 DT",http://www.mytek.tn/21867-large_default/power-bank-aqprox-violet-tunsie.jpg,http://www.mytek.tn/power-bank/3402-power-bank-aqprox-violet-tunsie.html,,My Teck,Power Bank Aqprox VIOLET
TELEPHONIE,Accessoires Téléphonie,"69,000 DT",http://www.mytek.tn/36751-large_default/power-bankchargeup-cygnett-6000-mah-2-ports-.jpg,http://www.mytek.tn/power-bank/7708-power-bankchargeup-cygnett-6000-mah-2-ports-.html,,My Teck,Power Bank|ChargeUP Cygnett 6000 mAh Rouge
TELEPHONIE,Accessoires Téléphonie,"19,900 DT",http://www.mytek.tn/21855-large_default/power-bank-aqprox-noir-tunsie.jpg,http://www.mytek.tn/power-bank/3400-power-bank-aqprox-noir-tunsie.html,,My Teck,Power Bank Aqprox NOIR
TELEPHONIE,Accessoires Téléphonie,"65,000 DT",http://www.mytek.tn/31568-large_default/pilot-power-bank-pb-51101-11000-mah-tunsie.jpg,http://www.mytek.tn/power-bank/6031-pilot-power-bank-pb-51101-11000-mah-tunsie.html,,My Teck,Pilot Power Bank PB-51101 11000 mAh
ACCESSOIRES,Supports de Stockage,"24,900 DT",http://www.mytek.tn/29616-large_default/sandisk-carte-memoire-32gb-avec-adaptateur-tunsie.jpg,http://www.mytek.tn/carte-memoire-tunisie/5426-sandisk-carte-memoire-32gb-avec-adaptateur-tunsie.html,,My Teck,SANDISK CARTE MEMOIRE 32GB AVEC ADAPTATEUR
ACCESSOIRES,Accessoire Tablette,"5,000 DT",http://www.mytek.tn/23096-large_default/stylet-capacitif-njo-tunsie.jpg,http://www.mytek.tn/stylet-tunisie/2672-stylet-capacitif-njo-tunsie.html,,My Teck,STYLET capacitif NJO
ACCESSOIRES,Supports de Stockage,"29,000 DT",http://www.mytek.tn/38663-large_default/carte-memoire-sandisk-ultra-android-32go-micro-sdhc.jpg,http://www.mytek.tn/carte-memoire-tunisie/8405-carte-memoire-sandisk-ultra-android-32go-micro-sdhc.html,,My Teck,Carte Mémoire SANDISK Ultra Android 32Go Micro SDHC
ACCESSOIRES,Supports de Stockage,"22,900 DT",http://www.mytek.tn/28637-large_default/carte-memoire-sdhc-sandisk-32go-b35-tunsie.jpg,http://www.mytek.tn/carte-memoire-tunisie/4442-carte-memoire-sdhc-sandisk-32go-b35-tunsie.html,,My Teck,Carte Mémoire SDHC SANDISK 32Go B35
IMAGE & SON,Accessoires Appareil Photo,"26,500 DT",http://www.mytek.tn/34812-large_default/carte-memoire-sandisk-extreme-sdhc-16-go.jpg,http://www.mytek.tn/carte-memoire/7069-carte-memoire-sandisk-extreme-sdhc-16-go.html,,My Teck,Carte mémoire Sandisk Extreme SDHC 16 Go
ACCESSOIRES,Accessoire Tablette,"15,000 DT",http://www.mytek.tn/28213-large_default/tempereted-glass-tab-e-t560-t561-tunsie.jpg,http://www.mytek.tn/protection-ecran-tunisie/4709-tempereted-glass-tab-e-t560-t561-tunsie.html,,My Teck,TEMPERETED GLASS TAB E T560/T561
ACCESSOIRES,Accessoire Tablette,"15,000 DT",http://www.mytek.tn/28216-large_default/tempereted-glass-mediapad-t1-tunsie.jpg,http://www.mytek.tn/protection-ecran-tunisie/4707-tempereted-glass-mediapad-t1-tunsie.html,,My Teck,TEMPERETED GLASS MediaPad T1
INFORMATIQUE,Composants,"23,500 DT",http://www.mytek.tn/19514-large_default/carte-memoire-adata-micro-sdhc-32gb-class-10-avec-adaptateur-tunsie.jpg,http://www.mytek.tn/carte-memoire-tunisie/3144-carte-memoire-adata-micro-sdhc-32gb-class-10-avec-adaptateur-tunsie.html,,My Teck,Carte Mémoire ADATA MICRO SDHC 32GB CLASS 10 avec Adaptateur
INFORMATIQUE,Composants,"12,800 DT",http://www.mytek.tn/21829-large_default/adata-micro-sdhc-16gb-class4-avec-adaptateur-micro-sd-tunsie.jpg,http://www.mytek.tn/carte-memoire-tunisie/2344-adata-micro-sdhc-16gb-class4-avec-adaptateur-micro-sd-tunsie.html,,My Teck,ADATA MICRO SDHC 16GB CLASS4 avec Adaptateur Micro SD
INFORMATIQUE,Composants,"9,950 DT",http://www.mytek.tn/21825-large_default/carte-memoire-adata-8gb-avec-adaptateur-micro-sd-tunsie.jpg,http://www.mytek.tn/carte-memoire-tunisie/352-carte-memoire-adata-8gb-avec-adaptateur-micro-sd-tunsie.html,,My Teck,Carte Mémoire ADATA 8GB avec Adaptateur Micro SD
IMAGE & SON,Accessoires Appareil Photo,"10,500 DT",http://www.mytek.tn/28566-large_default/carte-memoire-sdhc-sandisk-8go-b35-tunsie.jpg,http://www.mytek.tn/carte-memoire/4441-carte-memoire-sdhc-sandisk-8go-b35-tunsie.html,,My Teck,Carte Mémoire SDHC SANDISK 8Go B35
TELEPHONIE,Accessoires Téléphonie,"29,900 DT",http://www.mytek.tn/43615-large_default/-chargeur-rivapower-va4123-blanc-.jpg,http://www.mytek.tn/chargeur-tunisie/9843--chargeur-rivapower-va4123-blanc-.html,,My Teck, Chargeur RIVAPOWER VA4123 - Blanc
TELEPHONIE,Smartphone & Mobile,"2 699,000 DT",http://www.mytek.tn/40733-large_default/iphone-7-128go.jpg,http://www.mytek.tn/smartphone-tunisie/9047-iphone-7-128go.html,,My Teck,iPhone 7 128Go - Or Rose
TELEPHONIE,Accessoires Téléphonie,"35,000 DT",http://www.mytek.tn/42994-large_default/power-bank-adata-pv100-4200-mah-blanc.jpg,http://www.mytek.tn/chargeur-tunisie/9645-power-bank-adata-pv100-4200-mah-blanc.html,,My Teck,Power Bank ADATA PV100 4200 mAh Blanc
TELEPHONIE,Accessoires Téléphonie,"19,900 DT",http://www.mytek.tn/42978-large_default/chargeur-rivapower-va4223-blanc.jpg,http://www.mytek.tn/chargeur-tunisie/9638-chargeur-rivapower-va4223-blanc.html,,My Teck,Chargeur Rivapower VA4223
ACCESSOIRES,Accessoire Tablette,"16,900 DT",http://www.mytek.tn/23635-large_default/etui-de-protection-tablette-7-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/712-etui-de-protection-tablette-7-tunsie.html,,My Teck,"Etui de protection Tablette 7"""
TELEPHONIE,Smartphone & Mobile,"2 599,000 DT",http://www.mytek.tn/40749-large_default/iphone-7-plus-32go.jpg,http://www.mytek.tn/smartphone-tunisie/9051-iphone-7-plus-32go.html,,My Teck,iPhone 7 Plus 32Go - Silver
IMAGE & SON,Accessoires Appareil Photo,"42,900 DT",http://www.mytek.tn/36476-large_default/carte-memoire-sandisk-extreme-sdhc-32g.jpg,http://www.mytek.tn/carte-memoire/7596-carte-memoire-sandisk-extreme-sdhc-32g.html,,My Teck,Carte Memoire SanDisk Extreme SDHC 32G
APPLE,iPhone,"2 299,000 DT",http://www.mytek.tn/42062-large_default/iphone-7-32go-or-rose.jpg,http://www.mytek.tn/iphone-7/9465-iphone-7-32go-or-rose.html,,My Teck,iPhone 7 32Go - Or Rose
TELEPHONIE,Accessoires Téléphonie,"19,900 DT",http://www.mytek.tn/41932-large_default/chargeur-ldnio-ac70-pour-smarthone-3-usb-.jpg,http://www.mytek.tn/chargeur-tunisie/9431-chargeur-ldnio-ac70-pour-smarthone-3-usb-.html,,My Teck,Chargeur LDNIO AC70 pour smarthone 3 USB
TELEPHONIE,Accessoires Téléphonie,"10,000 DT",http://www.mytek.tn/39563-large_default/tempereted-glass-iphone-7.jpg,http://www.mytek.tn/protection-ecran/8700-tempereted-glass-iphone-7.html,,My Teck,TEMPERETED GLASS IPHONE 7
APPLE,iPhone,"2 299,000 DT",http://www.mytek.tn/39929-large_default/iphone-7-32go-silver.jpg,http://www.mytek.tn/iphone-7/8835-iphone-7-32go-silver.html,,My Teck,iPhone 7 32Go - Silver
TELEPHONIE,Accessoires Téléphonie,"22,000 DT",http://www.mytek.tn/41919-large_default/chargeur-remax-5-usb.jpg,http://www.mytek.tn/chargeur-tunisie/9428-chargeur-remax-5-usb.html,,My Teck,Chargeur REMAX 5 USB
IMAGE & SON,Accessoires Appareil Photo,"28,000 DT",http://www.mytek.tn/36433-large_default/carte-memoire-sandisk-extreme-sdhc-16g.jpg,http://www.mytek.tn/carte-memoire/7580-carte-memoire-sandisk-extreme-sdhc-16g.html,,My Teck,Carte Memoire SanDisk Extreme SDHC 16G
TELEPHONIE,Accessoires Téléphonie,"5,000 DT",http://www.mytek.tn/41754-large_default/cable-pour-samsung-s4-1m.jpg,http://www.mytek.tn/chargeur-tunisie/9387-cable-pour-samsung-s4-1m.html,,My Teck,Cable pour Samsung S4 1M
TELEPHONIE,Accessoires Téléphonie,"19,000 DT",http://www.mytek.tn/41894-large_default/chargeur-ldnio-a2269-pour-smartphone.jpg,http://www.mytek.tn/chargeur-tunisie/9421-chargeur-ldnio-a2269-pour-smartphone.html,,My Teck,Chargeur LDNIO A2269 pour smartphone
TELEPHONIE,Accessoires Téléphonie,"15,000 DT",http://www.mytek.tn/41909-large_default/chargeuur-ldnio-ac50-pour-iphone.jpg,http://www.mytek.tn/chargeur-tunisie/9425-chargeuur-ldnio-ac50-pour-iphone.html,,My Teck,Chargeur LDNIO AC50 pour iphone
TELEPHONIE,Accessoires Téléphonie,"8,900 DT",http://www.mytek.tn/39359-large_default/cable-2-en-1-remax-.jpg,http://www.mytek.tn/chargeur-tunisie/8627-cable-2-en-1-remax-.html,,My Teck,CABLE 2 EN 1 REMAX
TELEPHONIE,Accessoires Téléphonie,"11,900 DT",http://www.mytek.tn/39347-large_default/cable-2-en-1-remax-.jpg,http://www.mytek.tn/chargeur-tunisie/8619-cable-2-en-1-remax-.html,,My Teck,CABLE 2 EN 1 REMAX
INFORMATIQUE,Composants,"11,500 DT",http://www.mytek.tn/45662-large_default/carte-memoire-joyfone-microsd-8-go-class10-avec-adaptateur.jpg,http://www.mytek.tn/carte-memoire-tunisie/11013-carte-memoire-joyfone-microsd-8-go-class10-avec-adaptateur.html,,My Teck,Carte Mémoire JOYFONE MicroSD 8 Go Class10 avec Adaptateur
INFORMATIQUE,Composants,"29,900 DT",http://www.mytek.tn/43797-large_default/carte-memoire-sandisk-ultra-sdhc-uhs-i-16-go.jpg,http://www.mytek.tn/carte-memoire-tunisie/9932-carte-memoire-sandisk-ultra-sdhc-uhs-i-16-go.html,,My Teck,Carte Mémoire SANDISK Ultra SDHC UHS-I 16 Go
INFORMATIQUE,Composants,"9,500 DT",http://www.mytek.tn/44055-large_default/carte-memoire-micro-sd-apacer-8go.jpg,http://www.mytek.tn/carte-memoire-tunisie/10061-carte-memoire-micro-sd-apacer-8go.html,,My Teck,Carte Mémoire Micro SD APACER 8Go
INFORMATIQUE,Composants,"13,500 DT",http://www.mytek.tn/45663-large_default/carte-memoire-joyfone-microsd-16-go-class10-avec-adaptateur.jpg,http://www.mytek.tn/carte-memoire-tunisie/11014-carte-memoire-joyfone-microsd-16-go-class10-avec-adaptateur.html,,My Teck,Carte Mémoire JOYFONE MicroSD 16 Go Class10 avec Adaptateur
INFORMATIQUE,Composants,"12,700 DT",http://www.mytek.tn/42200-large_default/carte-memoire-sandisk-16g-sans-adaptateur.jpg,http://www.mytek.tn/carte-memoire-tunisie/9487-carte-memoire-sandisk-16g-sans-adaptateur.html,,My Teck,Carte Memoire SanDisk 16G Sans Adaptateur
INFORMATIQUE,Composants,"24,000 DT",http://www.mytek.tn/40745-large_default/carte-memoire-goodram-32-go.jpg,http://www.mytek.tn/carte-memoire-tunisie/9052-carte-memoire-goodram-32-go.html,,My Teck,Carte Mémoire GOODRAM 32 Go
TELEPHONIE,Accessoires Téléphonie,"17,900 DT",http://www.mytek.tn/39319-large_default/-adaptateur-ac-avec-raccord-usb-ldnio-dl-ac65-34a.jpg,http://www.mytek.tn/chargeur-tunisie/8608--adaptateur-ac-avec-raccord-usb-ldnio-dl-ac65-34a.html,,My Teck, Adaptateur AC avec Raccord USB LDNIO DL-AC65 3.4A
INFORMATIQUE,Composants,"9,700 DT",http://www.mytek.tn/40606-large_default/carte-memoire-goodram-8-go-avec-adaptateur.jpg,http://www.mytek.tn/carte-memoire-tunisie/8994-carte-memoire-goodram-8-go-avec-adaptateur.html,,My Teck,Carte Mémoire GOODRAM 8 Go avec Adaptateur
TELEPHONIE,Accessoires Téléphonie,"17,900 DT",http://www.mytek.tn/39303-large_default/support-de-voiture-universel-remax-.jpg,http://www.mytek.tn/chargeur-tunisie/8603-support-de-voiture-universel-remax-.html,,My Teck,Support de voiture Universel REMAX
INFORMATIQUE,Composants,"9,500 DT",http://www.mytek.tn/42583-large_default/carte-memoire-micro-sd-verbatim-8go-.jpg,http://www.mytek.tn/carte-memoire-tunisie/9550-carte-memoire-micro-sd-verbatim-8go-.html,,My Teck,Carte Mémoire Micro SD VERBATIM 8Go
TELEPHONIE,Accessoires Téléphonie,"9,900 DT",http://www.mytek.tn/38832-large_default/chargeur-pour-iphone-66s6plus.jpg,http://www.mytek.tn/chargeur-tunisie/8474-chargeur-pour-iphone-66s6plus.html,,My Teck,Chargeur pour IPHONE 6/6S/6PLUS
TELEPHONIE,Accessoires Téléphonie,"12,000 DT",http://www.mytek.tn/39152-large_default/chargeur-allume-cigare-3-en-1.jpg,http://www.mytek.tn/chargeur-tunisie/8570-chargeur-allume-cigare-3-en-1.html,,My Teck,Chargeur allume-Cigare 3 EN 1
TELEPHONIE,Accessoires Téléphonie,"12,000 DT",http://www.mytek.tn/38834-large_default/chargeur-iphone-55s5c.jpg,http://www.mytek.tn/chargeur-tunisie/8476-chargeur-iphone-55s5c.html,,My Teck,Chargeur IPHONE 5/5S/5C
TELEPHONIE,Accessoires Téléphonie,"5,000 DT",http://www.mytek.tn/38088-large_default/cable-micro-usb-remax-led.jpg,http://www.mytek.tn/chargeur-tunisie/8179-cable-micro-usb-remax-led.html,,My Teck,Cable Mini USB REMAX LED
TELEPHONIE,Accessoires Téléphonie,"32,900 DT",http://www.mytek.tn/43850-large_default/romoss-powerbank-sens-mini-php05-5000-mah-bleu.jpg,http://www.mytek.tn/power-bank/9945-romoss-powerbank-sens-mini-php05-5000-mah-bleu.html,,My Teck,Romoss PowerBank Sens Mini PHP05 5000 mAh - Bleu
TELEPHONIE,Accessoires Téléphonie,"29,900 DT",http://www.mytek.tn/38803-large_default/-chargeur-rivapower-va4123-.jpg,http://www.mytek.tn/chargeur-tunisie/8462--chargeur-rivapower-va4123-.html,,My Teck, Chargeur RIVAPOWER VA4123 -Noir
TELEPHONIE,Accessoires Téléphonie,"7,000 DT",http://www.mytek.tn/38093-large_default/cable-micro-usb-remax.jpg,http://www.mytek.tn/chargeur-tunisie/8182-cable-micro-usb-remax.html,,My Teck,Cable Micro USB REMAX
ACCESSOIRES,Accessoire Tablette,"12,000 DT",http://www.mytek.tn/31717-large_default/coque-silicone-pour-media-pad-t1-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/6082-coque-silicone-pour-media-pad-t1-tunsie.html,,My Teck,COQUE SILICONE POUR MEDIA PAD T1
ACCESSOIRES,Accessoire Tablette,"10,000 DT",http://www.mytek.tn/23651-large_default/pochette-aneex-e-ip252-pour-tablette-7-tunsie.jpg,http://www.mytek.tn/accessoire-tablette-tactile-tunisie/3878-pochette-aneex-e-ip252-pour-tablette-7-tunsie.html,,My Teck,"Pochette ANEEX E-IP252 Pour Tablette 7"""
ACCESSOIRES,Accessoire Tablette,"29,900 DT",http://www.mytek.tn/28301-large_default/pochette-tab-560-561e-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/4672-pochette-tab-560-561e-tunsie.html,,My Teck,POCHETTE TAB 560/561E
APPLE,Accessoires Apple,"14,900 DT",http://www.mytek.tn/22672-large_default/etui-stand-pour-ipad-2-tunsie.jpg,http://www.mytek.tn/etui/3597-etui-stand-pour-ipad-2-tunsie.html,,My Teck,Etui Stand pour iPad 2
ACCESSOIRES,Accessoire Tablette,"14,900 DT",http://www.mytek.tn/30261-large_default/modecom-etui-pour-tablette-97-10-noir-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/5565-modecom-etui-pour-tablette-97-10-noir-tunsie.html,,My Teck,"MODECOM ETUI POUR TABLETTE 9.7-10"" NOIR"
ACCESSOIRES,Accessoire Tablette,"19,900 DT",http://www.mytek.tn/28262-large_default/pochette-tab-t231-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/4673-pochette-tab-t231-tunsie.html,,My Teck,POCHETTE TAB T231
ACCESSOIRES,Accessoire Tablette,"24,000 DT",http://www.mytek.tn/31213-large_default/etui-hp-e3f47aa-pour-tablette-slate-7-vert-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/5896-etui-hp-e3f47aa-pour-tablette-slate-7-vert-tunsie.html,,My Teck,Etui HP E3F47AA pour Tablette Slate 7 Vert
ACCESSOIRES,Accessoire Tablette,"18,000 DT",http://www.mytek.tn/21788-large_default/port-etui-torino-sleeve-pour-tablette-10-12-rose-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/3386-port-etui-torino-sleeve-pour-tablette-10-12-rose-tunsie.html,,My Teck,Port etui torino sleeve pour tablette 10/12 Rose
ACCESSOIRES,Accessoire Tablette,"21,500 DT",http://www.mytek.tn/21452-large_default/rivacase-etui-double-face-pour-tablette-7-8-blanc-rouge-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/3347-rivacase-etui-double-face-pour-tablette-7-8-blanc-rouge-tunsie.html,,My Teck,"RIVACASE ETUI DOUBLE FACE POUR TABLETTE 7""- 8"" BLANC/ROUGE"
ACCESSOIRES,Accessoire Tablette,"18,000 DT",http://www.mytek.tn/23169-large_default/etui-clavier-pour-tablette-8-azerty-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/3747-etui-clavier-pour-tablette-8-azerty-tunsie.html,,My Teck,"Etui Clavier pour tablette 8"" AZERTY"
ACCESSOIRES,Accessoire Tablette,"25,000 DT",http://www.mytek.tn/21566-large_default/rivacase-etui-avec-support-pour-tablette-101-noir-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/3357-rivacase-etui-avec-support-pour-tablette-101-noir-tunsie.html,,My Teck,"RIVACASE ETUI AVEC SUPPORT POUR TABLETTE 10.1"" NOIR"
ACCESSOIRES,Accessoire Tablette,"28,000 DT",http://www.mytek.tn/21472-large_default/rivacase-etui-double-face-pour-tablette-101-noir-rouge-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/3348-rivacase-etui-double-face-pour-tablette-101-noir-rouge-tunsie.html,,My Teck,"RIVACASE ETUI DOUBLE FACE POUR TABLETTE 10.1"" NOIR/ROUGE"
ACCESSOIRES,Accessoire Tablette,"32,900 DT",http://www.mytek.tn/21585-large_default/rivacase-etui-en-cuir-pour-tablette-7-8-noir-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/3359-rivacase-etui-en-cuir-pour-tablette-7-8-noir-tunsie.html,,My Teck,"RIVACASE ETUI EN CUIR POUR TABLETTE 7""/8"" NOIR"
ACCESSOIRES,Accessoire Tablette,"20,500 DT",http://www.mytek.tn/28259-large_default/port-etui-universelle-pour-tablette-7-rouge-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/4285-port-etui-universelle-pour-tablette-7-rouge-tunsie.html,,My Teck,"Port Etui Universelle pour TABLETTE 7"" Rouge"
ACCESSOIRES,Accessoire Tablette,"20,500 DT",http://www.mytek.tn/21790-large_default/port-etui-universel-pour-tablette-7-noir-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/3389-port-etui-universel-pour-tablette-7-noir-tunsie.html,,My Teck,"Port etui universel pour tablette 7"" noir"
ACCESSOIRES,Accessoire Tablette,"10,000 DT",http://www.mytek.tn/22267-large_default/pochette-samsung-7510-5100-tunsie.jpg,http://www.mytek.tn/accessoire-tablette-tactile-tunisie/2256-pochette-samsung-7510-5100-tunsie.html,,My Teck,Pochette SAMSUNG 7510 / 5100
ACCESSOIRES,Accessoire Tablette,"10,000 DT",http://www.mytek.tn/20743-large_default/pochette-ipad-2-ipad-3-tunsie.jpg,http://www.mytek.tn/accessoire-tablette-tactile-tunisie/2316-pochette-ipad-2-ipad-3-tunsie.html,,My Teck,Pochette IPAD 2 & IPAD 3
ACCESSOIRES,Accessoire Tablette,"25,000 DT",http://www.mytek.tn/28506-large_default/etui-pour-tablette-7-8-ani-monkey-tunsie.jpg,http://www.mytek.tn/accessoire-tablette-tactile-tunisie/2253-etui-pour-tablette-7-8-ani-monkey-tunsie.html,,My Teck,"Etui Pour Tablette 7""- 8"" ANI MONKEY"
ACCESSOIRES,Accessoire Tablette,"21,500 DT",http://www.mytek.tn/21402-large_default/rivacase-etui-double-face-pour-tablette-7-8-noir-rouge-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/3341-rivacase-etui-double-face-pour-tablette-7-8-noir-rouge-tunsie.html,,My Teck,"RIVACASE ETUI DOUBLE FACE POUR TABLETTE 7""- 8"" NOIR/ROUGE"
ACCESSOIRES,Accessoire Tablette,"10,000 DT",http://www.mytek.tn/22269-large_default/pochette-ipad-2-ipad-3-xb-ip10ip-tunsie.jpg,http://www.mytek.tn/accessoire-tablette-tactile-tunisie/2254-pochette-ipad-2-ipad-3-xb-ip10ip-tunsie.html,,My Teck,Pochette IPAD 2 & IPAD 3 XB-IP10IP
ACCESSOIRES,Accessoire Tablette,"12,500 DT",http://www.mytek.tn/23777-large_default/support-pour-ipad-xb-ip45h-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/2255-support-pour-ipad-xb-ip45h-tunsie.html,,My Teck,Support Pour IPAD XB-IP45H
ACCESSOIRES,Accessoire Tablette,"8,500 DT",http://www.mytek.tn/22272-large_default/pochette-ipad-mini-xb-ip10m-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/2252-pochette-ipad-mini-xb-ip10m-tunsie.html,,My Teck,Pochette IPAD MINI XB-IP10M
ACCESSOIRES,Accessoire Tablette,"15,000 DT",http://www.mytek.tn/22613-large_default/flip-cover-tablette-everpad-9-tunsie.jpg,http://www.mytek.tn/etuis-tunisie/1917-flip-cover-tablette-everpad-9-tunsie.html,,My Teck,"Flip Cover Tablette EverPad 9"""
ÉLECTROMENAGER,Gros Electroménager,"859,000 DT",http://www.mytek.tn/37430-large_default/machine-a-laver-top-beko-13kg-silver-.jpg,http://www.mytek.tn/machine-a-laver/8003-machine-a-laver-top-beko-13kg-silver-.html,,My Teck,Machine à Laver TOP BEKO 13KG Silver
TELEPHONIE,Accessoires Téléphonie,"14,900 DT",http://www.mytek.tn/43970-large_default/porte-cle-anti-perte-compatible-android-et-iphone-blanc.jpg,http://www.mytek.tn/accessoires-telephonie/9816-porte-cle-anti-perte-compatible-android-et-iphone-blanc.html,,My Teck,Porte clé anti perte compatible Android et iPhone Blanc
INFORMATIQUE,Composants,"15,900 DT",http://www.mytek.tn/38853-large_default/flash-disk-sandisk-ultra-dual-16go-sddd2-016g-g46.jpg,http://www.mytek.tn/cle-usb-tunisie/8482-flash-disk-sandisk-ultra-dual-16go-sddd2-016g-g46.html,,My Teck,Flash Disk Sandisk Ultra Dual 16Go SDDD2-016G-G46
